"","Date","Numero_sample","BIO_SAMPLE_ID","BIO_SAMPLE_ID3","BIO_SAMPLE_ID4","Bio.rep","Time_point_WRONG","Time_point","Time_point2","Culture","all_bio_cat_factor","TREATMENT","TREATMENT2","ORGANISM","ORGANISM2","TREATMENT3","CORRECTION2","Units","Filtered","Metabolites","PEAK_AREA_TIC","Class","PEAK_AREA","PEAK_AREA_TIC_Log","PEAK_AREA_Log"
"47","28.11.23","27","27_B.F","45258_27_B.F_62h_Peat_B.3","45258_27_B.F_62h_Peat_B.3_Coculture_B.F_Bacteria.Fungi_P","B.3","62h","62h",62,"Coculture","Peat.B4_B.F_62h_P","Peat.B4","Peat","B.F","Bacteria.Fungi","P",0.603228118,"AREA / TIC","IN","X2.phosphoglyceric.acid..2PG..and..3PG.",31754.15642,"TCA_Glycolysis",19155.0000159142,4.50180057977371,4.28228215667991
"48","28.11.23","28","28_B.F","45258_28_B.F_24h_Peat_B.3","45258_28_B.F_24h_Peat_B.3_Coculture_B.F_Bacteria.Fungi_P","B.3","24h","24h",24,"Coculture","Peat.5_B.F_24h_P","Peat.5","Peat","B.F","Bacteria.Fungi","P",0.881692123,"AREA / TIC","IN","X2.phosphoglyceric.acid..2PG..and..3PG.",280314.4018,"TCA_Glycolysis",247151.000030517,5.44764541121585,5.39296237205699
"49","28.11.23","28","28_B.F","45258_28_B.F_62h_Peat_B.3","45258_28_B.F_62h_Peat_B.3_Coculture_B.F_Bacteria.Fungi_P","B.3","62h","62h",62,"Coculture","Peat.5_B.F_62h_P","Peat.5","Peat","B.F","Bacteria.Fungi","P",0.442104314,"AREA / TIC","IN","X2.phosphoglyceric.acid..2PG..and..3PG.",59289.17491,"TCA_Glycolysis",26212.0000012116,4.77297540658501,4.41850015930418
"50","28.11.23","29","29_X.B","45258_29_X.B_24h_Peat_B.3","45258_29_X.B_24h_Peat_B.3_Single_X.B_Media.Bacteria_P","B.3","24h","24h",24,"Single","Peat.B4_X.B_24h_P","Peat.B4","Peat","X.B","Media.Bacteria","P",1.739889309,"AREA / TIC","IN","X2.phosphoglyceric.acid..2PG..and..3PG.",156338.6812,"TCA_Glycolysis",272012.000003039,5.19406644413141,5.43458806366709
"51","28.11.23","29","29_X.B","45258_29_X.B_62h_Peat_B.3","45258_29_X.B_62h_Peat_B.3_Single_X.B_Media.Bacteria_P","B.3","62h","62h",62,"Single","Peat.B4_X.B_62h_P","Peat.B4","Peat","X.B","Media.Bacteria","P",0.622777373,"AREA / TIC","IN","X2.phosphoglyceric.acid..2PG..and..3PG.",99377.40626,"TCA_Glycolysis",61890.0000061566,4.99728765751648,4.79162048273602
"52","28.11.23","30","30_X.B","45258_30_X.B_24h_Peat_B.3","45258_30_X.B_24h_Peat_B.3_Single_X.B_Media.Bacteria_P","B.3","24h","24h",24,"Single","Peat.5_X.B_24h_P","Peat.5","Peat","X.B","Media.Bacteria","P",0.940359337,"AREA / TIC","IN","X2.phosphoglyceric.acid..2PG..and..3PG.",287967.5772,"TCA_Glycolysis",270792.999973288,5.45934359249602,5.43263743360149
"53","28.11.23","30","30_X.B","45258_30_X.B_62h_Peat_B.3","45258_30_X.B_62h_Peat_B.3_Single_X.B_Media.Bacteria_P","B.3","62h","62h",62,"Single","Peat.5_X.B_62h_P","Peat.5","Peat","X.B","Media.Bacteria","P",0.449745733,"AREA / TIC","IN","X2.phosphoglyceric.acid..2PG..and..3PG.",100465.6557,"TCA_Glycolysis",45183.9999641221,5.00201762305868,4.65498467469084
"54","28.11.23","31","31_X.F","45258_31_X.F_24h_Peat_B.3","45258_31_X.F_24h_Peat_B.3_Single_X.F_Media.Fungi_P","B.3","24h","24h",24,"Single","Peat.B4_X.F_24h_P","Peat.B4","Peat","X.F","Media.Fungi","P",3.442858815,"AREA / TIC","OUT","X2.phosphoglyceric.acid..2PG..and..3PG.",206500.1901,"TCA_Glycolysis",710950.999784961,5.31492045579553,5.85183966928626
"55","28.11.23","31","31_X.F","45258_31_X.F_62h_Peat_B.3","45258_31_X.F_62h_Peat_B.3_Single_X.F_Media.Fungi_P","B.3","62h","62h",62,"Single","Peat.B4_X.F_62h_P","Peat.B4","Peat","X.F","Media.Fungi","P",0.83945246,"AREA / TIC","IN","X2.phosphoglyceric.acid..2PG..and..3PG.",223514.7419,"TCA_Glycolysis",187629.99993422,5.34930617227639,5.2733022784154
"56","28.11.23","32","32_X.F","45258_32_X.F_24h_Peat_B.3","45258_32_X.F_24h_Peat_B.3_Single_X.F_Media.Fungi_P","B.3","24h","24h",24,"Single","Peat.5_X.F_24h_P","Peat.5","Peat","X.F","Media.Fungi","P",2.029795266,"AREA / TIC","OUT","X2.phosphoglyceric.acid..2PG..and..3PG.",242132.7945,"TCA_Glycolysis",491480.000019451,5.38405361433162,5.69150584961898
