Well	Value	Value2	Measurement_mode	Measurement_wavelength	Row	Row_num	Column	Strain	SM	Time	Time2	Expe	Media	Species	Kingdom	Phylum	Class	Order	Family	Genus
B3	0.646	0.475	Absorbance	600	B	3	11	BFSC	Control	T72	72	Chamber	Soil_Wash	BFSC	Bacteria Fungi	BFSC	BFSC	BFSC	BFSC	BFSC
B4	0.657	0.624	Absorbance	600	B	4	5	BSC	Control	T72	72	Chamber	Soil_Wash	BSC	Bacteria	BSC	BSC	BSC	BSC	BSC
B5	0.562	0.47	Absorbance	600	B	5	6	BSC	Control	T72	72	Chamber	Soil_Wash	BSC	Bacteria	BSC	BSC	BSC	BSC	BSC
B6	0.585	0.437	Absorbance	600	B	6	7	BSC	Control	T72	72	Chamber	Soil_Wash	BSC	Bacteria	BSC	BSC	BSC	BSC	BSC
B7	0.113	0.153	Absorbance	600	B	7	2	R16	Control	T72	72	Chamber	Soil_Wash	Burkholderia sp.	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Methylibium
B8	0.079	0.169	Absorbance	600	B	8	3	R16	Control	T72	72	Chamber	Soil_Wash	Burkholderia sp.	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Methylibium
B9	0.095	0.207	Absorbance	600	B	9	4	R16	Control	T72	72	Chamber	Soil_Wash	Burkholderia sp.	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Methylibium
B10	0.146	0.19	Absorbance	600	B	10	9	F147	Control	T72	72	Chamber	Soil_Wash	Dactylonectria macrodidyma	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Ilyonectria
B11	0.069	0.088	Absorbance	600	B	11	10	F147	Control	T72	72	Chamber	Soil_Wash	Dactylonectria macrodidyma	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Ilyonectria
B12	0.087	0.091	Absorbance	600	B	12	11	F147	Control	T72	72	Chamber	Soil_Wash	Dactylonectria macrodidyma	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Ilyonectria
C1	0.033	0.29	Absorbance	600	C	1	9	F243	Control	T72	72	Chamber	Soil_Wash	Dendryphion nanum	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Dendryphion
C2	0.049	0.07	Absorbance	600	C	2	10	F243	Control	T72	72	Chamber	Soil_Wash	Dendryphion nanum	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Dendryphion
C3	0.042	0.235	Absorbance	600	C	3	11	F243	Control	T72	72	Chamber	Soil_Wash	Dendryphion nanum	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Dendryphion
C4	0.046	0.46	Absorbance	600	C	4	2	R420	Control	T72	72	Chamber	Soil_Wash	Flavobacterium sp.	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
C5	0.053	0.586	Absorbance	600	C	5	3	R420	Control	T72	72	Chamber	Soil_Wash	Flavobacterium sp.	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
C6	0.042	0.393	Absorbance	600	C	6	4	R420	Control	T72	72	Chamber	Soil_Wash	Flavobacterium sp.	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
C7	0.764	0.586	Absorbance	600	C	7	9	FSC	Control	T72	72	Chamber	Soil_Wash	FSC	Fungi	FSC	FSC	FSC	FSC	FSC
C8	0.546	0.464	Absorbance	600	C	8	10	FSC	Control	T72	72	Chamber	Soil_Wash	FSC	Fungi	FSC	FSC	FSC	FSC	FSC
C9	0.688	0.279	Absorbance	600	C	9	11	FSC	Control	T72	72	Chamber	Soil_Wash	FSC	Fungi	FSC	FSC	FSC	FSC	FSC
C10	0.432	0.343	Absorbance	600	C	10	9	F212	Control	T72	72	Chamber	Soil_Wash	Fusarium oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
C11	0.661	0.254	Absorbance	600	C	11	10	F212	Control	T72	72	Chamber	Soil_Wash	Fusarium oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
C12	0.565	0.198	Absorbance	600	C	12	11	F212	Control	T72	72	Chamber	Soil_Wash	Fusarium oxysporum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
D1	0.085	0.123	Absorbance	600	D	1	5	R695	Control	T72	72	Chamber	Soil_Wash	Mesorhizobium sp.	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	NA
D2	0.099	0.198	Absorbance	600	D	2	6	R695	Control	T72	72	Chamber	Soil_Wash	Mesorhizobium sp.	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	NA
D3	0.114	0.151	Absorbance	600	D	3	7	R695	Control	T72	72	Chamber	Soil_Wash	Mesorhizobium sp.	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	NA
D4	0.0841	0.0841	Absorbance	600	D	4	8	Mg	Control	T72	72	Chamber	Soil_Wash	Mg	Mg	Mg	Mg	Mg	Mg	Mg
D5	0.0857	0.0857	Absorbance	600	D	5	8	Mg	Control	T72	72	Chamber	Soil_Wash	Mg	Mg	Mg	Mg	Mg	Mg	Mg
D6	0.0862	0.0862	Absorbance	600	D	6	8	Mg	Control	T72	72	Chamber	Soil_Wash	Mg	Mg	Mg	Mg	Mg	Mg	Mg
D7	0.0839	0.0839	Absorbance	600	D	7	8	Mg	Control	T72	72	Chamber	Soil_Wash	Mg	Mg	Mg	Mg	Mg	Mg	Mg
D8	0.0844	0.0844	Absorbance	600	D	8	8	Mg	Control	T72	72	Chamber	Soil_Wash	Mg	Mg	Mg	Mg	Mg	Mg	Mg
D9	0.0823	0.0823	Absorbance	600	D	9	8	Mg	Control	T72	72	Chamber	Soil_Wash	Mg	Mg	Mg	Mg	Mg	Mg	Mg
D10	0.688	0.45	Absorbance	600	D	10	9	F16	Control	T72	72	Chamber	Soil_Wash	Plectosphaerella cucumerina	Fungi	Ascomycota	Sordariomycetes	Hypocreomycetidae	Plectosphaerellaceae	Plectosphaerella
D11	0.658	0.6	Absorbance	600	D	11	10	F16	Control	T72	72	Chamber	Soil_Wash	Plectosphaerella cucumerina	Fungi	Ascomycota	Sordariomycetes	Hypocreomycetidae	Plectosphaerellaceae	Plectosphaerella
D12	0.512	0.397	Absorbance	600	D	12	11	F16	Control	T72	72	Chamber	Soil_Wash	Plectosphaerella cucumerina	Fungi	Ascomycota	Sordariomycetes	Hypocreomycetidae	Plectosphaerellaceae	Plectosphaerella
E1	0.544	0.558	Absorbance	600	E	1	2	R09	Control	T72	72	Chamber	Soil_Wash	Pseudomonas sp. 1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
E2	0.627	0.395	Absorbance	600	E	2	3	R09	Control	T72	72	Chamber	Soil_Wash	Pseudomonas sp. 1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
E3	0.605	0.523	Absorbance	600	E	3	4	R09	Control	T72	72	Chamber	Soil_Wash	Pseudomonas sp. 1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
E4	0.55	0.413	Absorbance	600	E	4	2	R329	Control	T72	72	Chamber	Soil_Wash	Pseudomonas sp. 2	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
E5	0.522	0.315	Absorbance	600	E	5	3	R329	Control	T72	72	Chamber	Soil_Wash	Pseudomonas sp. 2	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
E6	0.685	0.262	Absorbance	600	E	6	4	R329	Control	T72	72	Chamber	Soil_Wash	Pseudomonas sp. 2	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
E7	0.132	0.512	Absorbance	600	E	7	5	R431	Control	T72	72	Chamber	Soil_Wash	Streptomyces sp.	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces
E8	0.075	0.242	Absorbance	600	E	8	6	R431	Control	T72	72	Chamber	Soil_Wash	Streptomyces sp.	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces
E9	0.103	0.155	Absorbance	600	E	9	7	R431	Control	T72	72	Chamber	Soil_Wash	Streptomyces sp.	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces
E10	0.469	0.308	Absorbance	600	E	10	2	R318	Control	T72	72	Chamber	Soil_Wash	Variovorax sp.	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	NA
E11	0.452	0.539	Absorbance	600	E	11	3	R318	Control	T72	72	Chamber	Soil_Wash	Variovorax sp.	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	NA
E12	0.311	0.381	Absorbance	600	E	12	4	R318	Control	T72	72	Chamber	Soil_Wash	Variovorax sp.	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	NA
