Date	Numero_sample	BIO_SAMPLE_ID	BIO_SAMPLE_ID3	BIO_SAMPLE_ID4	Bio.rep	Time_point_WRONG	Time_point	Time_point2	Culture	all_bio_cat_factor	TREATMENT	TREATMENT2	ORGANISM	ORGANISM2	TREATMENT3	CORRECTION2	2-phosphoglyceric acid (2PG) and (3PG)	alpha-ketoglutaric acid	cis-aconitic acid	citric acid	fumaric acid	gluconic acid	glyceric acid	glycerol 3-phosphate	Hexose	isocitric acid	lactic acid	malic acid	maltose_sucrose	mannitol_sorbitol	pyruvic acid	succinic acid	Units
28.11.23	16	16_B.F	45258_16_B.F_62h_Peat_B.2	45258_16_B.F_62h_Peat_B.2_Coculture_B.F_Bacteria.Fungi_P	B.2	62h	62h	62	Coculture	Peat.B3_B.F_62h_P	Peat.B3	Peat	B.F	Bacteria.Fungi	P	0.400771516	31476.78786		1756836.43	8071933.43		101083199.2	17481728.9	1028798.164	93977374.81	39487037.77	2869390.546	16476333.1	2919688.532	42275.95852	4164267.999	1076373.9	AREA / TIC
28.11.23	17	17_X.B	45258_17_X.B_24h_Peat_B.2	45258_17_X.B_24h_Peat_B.2_Single_X.B_Media.Bacteria_P	B.2	24h	24h	24	Single	Peat.B2_X.B_24h_P	Peat.B2	Peat	X.B	Media.Bacteria	P	2.016860014	154292.3147		965450.2475	4437857.827		126769771.9	22044844.3	836330.2301	71282906.09	23304967.95	6049802.62	21794762	2003006.64	269516.4742	5867891.136	4685315.755	AREA / TIC
28.11.23	17	17_X.B	45258_17_X.B_62h_Peat_B.2	45258_17_X.B_62h_Peat_B.2_Single_X.B_Media.Bacteria_P	B.2	62h	62h	62	Single	Peat.B2_X.B_62h_P	Peat.B2	Peat	X.B	Media.Bacteria	P	0.840583977	69762.21482		1440992.254	8478039.306		111310179	22405167.73	648882.2232	84524473.36	34818484.28	2883393.052	14777282.62	2334074.944	86297.14812	4967466.8	1722220.55	AREA / TIC
28.11.23	18	18_X.B	45258_18_X.B_24h_Peat_B.2	45258_18_X.B_24h_Peat_B.2_Single_X.B_Media.Bacteria_P	B.2	24h	24h	24	Single	Peat.B3_X.B_24h_P	Peat.B3	Peat	X.B	Media.Bacteria	P	1.038350527	197566.231		981117.6225	4507006.912		122470439.2	23748334.85	1042211.635	71119415.95	23706403.93	6577867.324	23712712.01	2365515.245	193306.5905	4879330.12	4965487.923	AREA / TIC
28.11.23	18	18_X.B	45258_18_X.B_62h_Peat_B.2	45258_18_X.B_62h_Peat_B.2_Single_X.B_Media.Bacteria_P	B.2	62h	62h	62	Single	Peat.B3_X.B_62h_P	Peat.B3	Peat	X.B	Media.Bacteria	P	0.442527058	113247.3125		1706962.29	6353941.415		97913965.34	22353702.05	1033157.164	87303086.49	39982099.82	5145848.056	20369445.98	2669590.433	40302.62034	3601379.784	1879986.738	AREA / TIC
28.11.23	19	19_X.F	45258_19_X.F_24h_Peat_B.2	45258_19_X.F_24h_Peat_B.2_Single_X.F_Media.Fungi_P	B.2	24h	24h	24	Single	Peat.B2_X.F_24h_P	Peat.B2	Peat	X.F	Media.Fungi	P	4.061026548	164575.6294		831098.7284	5502309.511	644956.3845	82010392.46	27614166.68	2561360.01	35069287.12	14448478.06	12117795.94	69120808.41	1020241.299	270164.9415	7713608.771	31377471.56	AREA / TIC
28.11.23	19	19_X.F	45258_19_X.F_62h_Peat_B.2	45258_19_X.F_62h_Peat_B.2_Single_X.F_Media.Fungi_P	B.2	62h	62h	62	Single	Peat.B2_X.F_62h_P	Peat.B2	Peat	X.F	Media.Fungi	P	1.093553058	12484.07647		920757.3355	5590948.656		139138375.5	20503039	759411.712	82375819.2	22341218.67	2735163.125	8086082.275	2437111.744	134729.631	4086675.052	1344899.536	AREA / TIC
28.11.23	20	20_X.F	45258_20_X.F_24h_Peat_B.2	45258_20_X.F_24h_Peat_B.2_Single_X.F_Media.Fungi_P	B.2	24h	24h	24	Single	Peat.B3_X.F_24h_P	Peat.B3	Peat	X.F	Media.Fungi	P	2.263374011	220889.2554	463001.6934	705658.0097	4810883.197	761730.4924	80886336.99	29266919.06	2834711.35	34338542.2	13642338.32	12208592.51	70814575.59	996855.1325	157013.3784	5529061.011	32829607.32	AREA / TIC
28.11.23	20	20_X.F	45258_20_X.F_62h_Peat_B.2	45258_20_X.F_62h_Peat_B.2_Single_X.F_Media.Fungi_P	B.2	62h	62h	62	Single	Peat.B3_X.F_62h_P	Peat.B3	Peat	X.F	Media.Fungi	P	0.694744455	11158.05955		1270500.244	4991010.686		128068771.7	33899714.96	799016.0927	75807575.88	21085167.2	9352831.752	7992564.689	2351042.873	192806.1448	3550909.952	1093645.288	AREA / TIC
28.11.23	22	22_X.BF	45258_22_X.BF_24h_Peat_B.2	45258_22_X.BF_24h_Peat_B.2_Coculture_X.BF_Media.BacteriaFungi_P	B.2	24h	24h	24	Coculture	Peat.B3_X.BF_24h_P	Peat.B3	Peat	X.BF	Media.BacteriaFungi	P	1.862484495	142309.3726		981134.6106	4704707.622		130280052.6	21519329.75	725701.6117	71150198.21	24301669.15	5440390.525	19518024.5	1954664.863	170855.1136	6202839.825	3374837.759	AREA / TIC
28.11.23	22	22_X.BF	45258_22_X.BF_62h_Peat_B.2	45258_22_X.BF_62h_Peat_B.2_Coculture_X.BF_Media.BacteriaFungi_P	B.2	62h	62h	62	Coculture	Peat.B3_X.BF_62h_P	Peat.B3	Peat	X.BF	Media.BacteriaFungi	P	0.521365086	106827.2532		1882657.713	7621125.982		97411331.14	25190549.51	896814.9439	88559273.09	35712961.06	6035914.346	18767685.58	2548787.858	54441.69696	4263985.183	1414360.149	AREA / TIC
28.11.23	23	23_X.X	45258_23_X.X_24h_Peat_B.2	45258_23_X.X_24h_Peat_B.2_Media_X.X_Media.Media_P	B.2	24h	24h	24	Media	Peat.B2_X.X_24h_P	Peat.B2	Peat	X.X	Media.Media	P	3.855144708	160141.3298	444247.1372	710071.9189	4529702.08	596343.114	81552444.03	27726388.53	2602610.994	36737507.08	14430855.19	10539928.09	69896681.04	985787.3798	185995.6122	7167555.59	32200456.38	AREA / TIC
28.11.23	23	23_X.X	45258_23_X.X_62h_Peat_B.2	45258_23_X.X_62h_Peat_B.2_Media_X.X_Media.Media_P	B.2	62h	62h	62	Media	Peat.B2_X.X_62h_P	Peat.B2	Peat	X.X	Media.Media	P	2.332483654	210739.7405	618607.9793	978145.3327	5568728.843	569035.9277	83916749.7	31483370.9	3348504.495	36188906.55	15927098.11	10070142.17	65740926.3	1006313.161	134839.1014	5279314.596	29425292.6	AREA / TIC
28.11.23	24	24_X.X	45258_24_X.X_24h_Peat_B.2	45258_24_X.X_24h_Peat_B.2_Media_X.X_Media.Media_P	B.2	24h	24h	24	Media	Peat.B3_X.X_24h_P	Peat.B3	Peat	X.X	Media.Media	P	2.181682204	219499.8883	338498.888	762041.7846	4642163.731	724798.0468	80659295.24	28967249.63	2840043.792	33695058.28	13960025.87	11379391.99	72421733.89	1004204.919	101588.123	4691281.793	34059839.64	AREA / TIC
28.11.23	24	24_X.X	45258_24_X.X_62h_Peat_B.2	45258_24_X.X_62h_Peat_B.2_Media_X.X_Media.Media_P	B.2	62h	62h	62	Media	Peat.B3_X.X_62h_P	Peat.B3	Peat	X.X	Media.Media	P	1.873651076	227244.0186	399298.9995	800209.2915	4690044.007	756061.7973	77629681.36	29119413.27	3344494.117	34280659.2	15266951.98	10696047.02	73439345.12	981315.5841	113516.867	3990893.02	34731539.85	AREA / TIC
28.11.23	25	25_F.B	45258_25_F.B_24h_Peat_B.3	45258_25_F.B_24h_Peat_B.3_Coculture_F.B_Fungi.Bacteria_P	B.3	24h	24h	24	Coculture	Peat.B4_F.B_24h_P	Peat.B4	Peat	F.B	Fungi.Bacteria	P	1.751219551	166533.0883		827283.4777	4928050.853		128507473.5	23197672.15	896076.6795	68573713.08	23025877.59	8541794.771	20645805.37	1921050.961	245872.6548	5897196.04	3092315.294	AREA / TIC
28.11.23	25	25_F.B	45258_25_F.B_62h_Peat_B.3	45258_25_F.B_62h_Peat_B.3_Coculture_F.B_Fungi.Bacteria_P	B.3	62h	62h	62	Coculture	Peat.B4_F.B_62h_P	Peat.B4	Peat	F.B	Fungi.Bacteria	P	0.616863449	34686.76905		946194.8196	7572171.777		114779450.9	17310247.53	946305.0546	95204825.44	30142457.01	4268853.996	11365113.32	2593656.671	57421.13598	4457604.035	787727.0093	AREA / TIC
28.11.23	27	27_B.F	45258_27_B.F_24h_Peat_B.3	45258_27_B.F_24h_Peat_B.3_Coculture_B.F_Bacteria.Fungi_P	B.3	24h	24h	24	Coculture	Peat.B4_B.F_24h_P	Peat.B4	Peat	B.F	Bacteria.Fungi	P	1.000515627	278712.2884		780484.561	6355373.997		121174516.1	25797849.93	1267314.538	63698920.11	23105299.28	9970641.867	25519667.37	2070641.321	213821.7477	4812234.682	5421237.663	AREA / TIC
28.11.23	27	27_B.F	45258_27_B.F_62h_Peat_B.3	45258_27_B.F_62h_Peat_B.3_Coculture_B.F_Bacteria.Fungi_P	B.3	62h	62h	62	Coculture	Peat.B4_B.F_62h_P	Peat.B4	Peat	B.F	Bacteria.Fungi	P	0.603228118	31754.15642		1371419.826	9814814.376		110638581.1	16814197.99	1003507.599	97985420.91	32143369.04	2318268.926	10714353.02	2639958.175	61618.4805	4095661.207	833790.7093	AREA / TIC
28.11.23	28	28_B.F	45258_28_B.F_24h_Peat_B.3	45258_28_B.F_24h_Peat_B.3_Coculture_B.F_Bacteria.Fungi_P	B.3	24h	24h	24	Coculture	Peat.5_B.F_24h_P	Peat.5	Peat	B.F	Bacteria.Fungi	P	0.881692123	280314.4018		954994.3548	6047662.06		118471744.6	25063889.57	1476886.281	64458195.25	23586562.09	8647089.843	27430811.02	1973307.864	231821.284	5088251.198	6755185.677	AREA / TIC
28.11.23	28	28_B.F	45258_28_B.F_62h_Peat_B.3	45258_28_B.F_62h_Peat_B.3_Coculture_B.F_Bacteria.Fungi_P	B.3	62h	62h	62	Coculture	Peat.5_B.F_62h_P	Peat.5	Peat	B.F	Bacteria.Fungi	P	0.442104314	59289.17491		1215622.61	7104904.658		103057555.8	17096951.47	1159233.203	98730588.27	36922743.08	4677095.279	13172470.42	2723830.014	51419.99134	3651715.102	843296.4533	AREA / TIC
28.11.23	29	29_X.B	45258_29_X.B_24h_Peat_B.3	45258_29_X.B_24h_Peat_B.3_Single_X.B_Media.Bacteria_P	B.3	24h	24h	24	Single	Peat.B4_X.B_24h_P	Peat.B4	Peat	X.B	Media.Bacteria	P	1.739889309	156338.6812		876797.7318	4927709.455		129613499.4	24364438.46	805519.6342	67740916.26	22532267.88	7929279.711	20126908.54	1880598.945	206434.3968	6372481.824	2933524.548	AREA / TIC
28.11.23	29	29_X.B	45258_29_X.B_62h_Peat_B.3	45258_29_X.B_62h_Peat_B.3_Single_X.B_Media.Bacteria_P	B.3	62h	62h	62	Single	Peat.B4_X.B_62h_P	Peat.B4	Peat	X.B	Media.Bacteria	P	0.622777373	99377.40626		1407551.138	5735914.88		106569828.8	19972576.94	1056383.916	93812900.95	35956702.95	3873215.542	13863334.44	2477609.282	82653.9342	4326088.45	1232576.894	AREA / TIC
28.11.23	30	30_X.B	45258_30_X.B_24h_Peat_B.3	45258_30_X.B_24h_Peat_B.3_Single_X.B_Media.Bacteria_P	B.3	24h	24h	24	Single	Peat.5_X.B_24h_P	Peat.5	Peat	X.B	Media.Bacteria	P	0.940359337	287967.5772		834795.7734	5481700.237		123210932.7	24674936.58	1058223.129	65232238.98	24935648.62	9581484.062	24858533.41	2069016.517	159484.7779	4583890.254	3497862.86	AREA / TIC
28.11.23	30	30_X.B	45258_30_X.B_62h_Peat_B.3	45258_30_X.B_62h_Peat_B.3_Single_X.B_Media.Bacteria_P	B.3	62h	62h	62	Single	Peat.5_X.B_62h_P	Peat.5	Peat	X.B	Media.Bacteria	P	0.449745733	100465.6557		1486615.548	8346958.561		102678377.1	18521907.78	1171550.858	95388077.78	35446926.6	3667232.121	16223275.64	2486011.355	35304.39273	3982359.068	931653.085	AREA / TIC
28.11.23	31	31_X.F	45258_31_X.F_24h_Peat_B.3	45258_31_X.F_24h_Peat_B.3_Single_X.F_Media.Fungi_P	B.3	24h	24h	24	Single	Peat.B4_X.F_24h_P	Peat.B4	Peat	X.F	Media.Fungi	P	3.442858815	206500.1901	412328.8453	683284.1909	5573287.21	634147.4098	84127822.41	27149730.8	2763851.935	36600847.37	15742928.16	11594454.82	67386585.23	958647.5011	188993.5182	6444048.156	29999257.75	AREA / TIC
28.11.23	31	31_X.F	45258_31_X.F_62h_Peat_B.3	45258_31_X.F_62h_Peat_B.3_Single_X.F_Media.Fungi_P	B.3	62h	62h	62	Single	Peat.B4_X.F_62h_P	Peat.B4	Peat	X.F	Media.Fungi	P	0.83945246	223514.7419		1072999.416	6846760.562		120617333.1	18537939.59	1185898.007	87172762.54	29598580.23	4429384.837	12258829.99	1884620.124	216044.3963	4699564.521	1722483.486	AREA / TIC
28.11.23	32	32_X.F	45258_32_X.F_24h_Peat_B.3	45258_32_X.F_24h_Peat_B.3_Single_X.F_Media.Fungi_P	B.3	24h	24h	24	Single	Peat.5_X.F_24h_P	Peat.5	Peat	X.F	Media.Fungi	P	2.029795266	242132.7945	530666.8205	732990.674	5604893.849	814912.2366	80084205.41	27698852.17	2992014.073	33462301.42	14914366.25	12554223.29	72144750.98	992196.619	122734.5458	4863749.643	32711724.73	AREA / TIC
28.11.23	32	32_X.F	45258_32_X.F_62h_Peat_B.3	45258_32_X.F_62h_Peat_B.3_Single_X.F_Media.Fungi_P	B.3	62h	62h	62	Single	Peat.5_X.F_62h_P	Peat.5	Peat	X.F	Media.Fungi	P	0.62412203	36518.49946		1007815.732	4060729.921		119451439.7	20797195.72	1082366.858	93870935.85	25687668.82	5960052.4	10651580.44	1757074.655	172390.9667	4610125.686	1320820.226	AREA / TIC
28.11.23	33	33_X.BF	45258_33_X.BF_24h_Peat_B.3	45258_33_X.BF_24h_Peat_B.3_Coculture_X.BF_Media.BacteriaFungi_P	B.3	24h	24h	24	Coculture	Peat.B4_X.BF_24h_P	Peat.B4	Peat	X.BF	Media.BacteriaFungi	P	1.566440844	135059.0422		860530.4216	5202726.953		131754543.9	19276561.33	713536.0421	71736698.79	24433887.27	6380347.549	18876379.6	2007785.364	126971.919	5553028.085	3408659.204	AREA / TIC
28.11.23	33	33_X.BF	45258_33_X.BF_62h_Peat_B.3	45258_33_X.BF_62h_Peat_B.3_Coculture_X.BF_Media.BacteriaFungi_P	B.3	62h	62h	62	Coculture	Peat.B4_X.BF_62h_P	Peat.B4	Peat	X.BF	Media.BacteriaFungi	P	0.605161234	123874.4252		1428103.704	9082257.241		107039605.9	18582900.5	1039220.566	94814903.49	33509550.61	5261040.894	12164014.46	2472448.524	56989.77076	4119680.607	772124.8053	AREA / TIC
28.11.23	34	34_X.BF	45258_34_X.BF_24h_Peat_B.3	45258_34_X.BF_24h_Peat_B.3_Coculture_X.BF_Media.BacteriaFungi_P	B.3	24h	24h	24	Coculture	Peat.5_X.BF_24h_P	Peat.5	Peat	X.BF	Media.BacteriaFungi	P	0.82837378	204867.6626		962996.439	5972541.769		125735184.5	21173316.24	958941.5062	71068325	25660957.07	5701636.285	23513096.96	2244956.378	80901.88468	3932364.93	3256628.911	AREA / TIC
28.11.23	34	34_X.BF	45258_34_X.BF_62h_Peat_B.3	45258_34_X.BF_62h_Peat_B.3_Coculture_X.BF_Media.BacteriaFungi_P	B.3	62h	62h	62	Coculture	Peat.5_X.BF_62h_P	Peat.5	Peat	X.BF	Media.BacteriaFungi	P	0.564923715	156472.454		1159379.546	6930319.787		80983226.21	15372385.28	2459096.623	79557084.98	31886393.72	12097405.05	16220133.37	1978787.525	136046.6873	2567652.873	38962331.4	AREA / TIC
28.11.23	35	35_X.X	45258_35_X.X_24h_Peat_B.3	45258_35_X.X_24h_Peat_B.3_Media_X.X_Media.Media_P	B.3	24h	24h	24	Media	Peat.B4_X.X_24h_P	Peat.B4	Peat	X.X	Media.Media	P	1.940838681	229874.8496	516513.3042	708548.3268	5148256.317	819342.1821	80738261.52	27345151.1	3012297.754	33294747.08	15009800.29	10696085.77	73946060.23	1008521.738	107580.8113	4105245.365	33780428.86	AREA / TIC
28.11.23	35	35_X.X	45258_35_X.X_62h_Peat_B.3	45258_35_X.X_62h_Peat_B.3_Media_X.X_Media.Media_P	B.3	62h	62h	62	Media	Peat.B4_X.X_62h_P	Peat.B4	Peat	X.X	Media.Media	P	1.54109238	841853.4908	1175642.695	756732.7013	3856808.376	690990.3738	61676628.35	35365223.85	5714819.639	52249779.46	22417671.02	11766585.33	64704587	1081312.854	229964.1504	2844399.892	25093716.31	AREA / TIC
28.11.23	36	36_X.X	45258_36_X.X_24h_Peat_B.3	45258_36_X.X_24h_Peat_B.3_Media_X.X_Media.Media_P	B.3	24h	24h	24	Media	Peat.5_X.X_24h_P	Peat.5	Peat	X.X	Media.Media	P	1.86190101	247474.4884	516482.3451	634010.0755	5055512.591	959412.9818	79078383.97	27425280.25	3036517.5	33738037.45	13801377.12	11031741.69	74509637.86	953294.504	98147.00084	4653767.28	34727638.39	AREA / TIC
28.11.23	36	36_X.X	45258_36_X.X_62h_Peat_B.3	45258_36_X.X_62h_Peat_B.3_Media_X.X_Media.Media_P	B.3	62h	62h	62	Media	Peat.5_X.X_62h_P	Peat.5	Peat	X.X	Media.Media	P	1.060785104	1276659.141	1313058.597	768241.3685	5338339.48		65642433.83	35034807.58	7030246.722	54730006.84	23474499.13	11733866.69	60496099.31	1062614.846	238315.9408	2958868.849	19368657.16	AREA / TIC
28.11.23	37	37_F.B	45258_37_F.B_24h_Peat_B.4	45258_37_F.B_24h_Peat_B.4_Coculture_F.B_Fungi.Bacteria_P	B.4	24h	24h	24	Coculture	Peat.6_F.B_24h_P	Peat.6	Peat	F.B	Fungi.Bacteria	P	1.579460711	145868.7756		951669.1295	4340552.413		132224185.5	20868425.39	807645.2875	70353342.27	24538511.61	5993766.691	18217718.11	2014809.851	168677.8266	6534158.101	3307384.58	AREA / TIC
28.11.23	37	37_F.B	45258_37_F.B_62h_Peat_B.4	45258_37_F.B_62h_Peat_B.4_Coculture_F.B_Fungi.Bacteria_P	B.4	62h	62h	62	Coculture	Peat.6_F.B_62h_P	Peat.6	Peat	F.B	Fungi.Bacteria	P	0.547906698	45954.90452		899649.5237	8485828		115726480.8	17262269.35	840980.7757	89555535.95	32944983.27	3698677.178	11526856.71	3203826.502	48887.88564	5164171.217	1062613.401	AREA / TIC
28.11.23	38	38_F.B	45258_38_F.B_24h_Peat_B.4	45258_38_F.B_24h_Peat_B.4_Coculture_F.B_Fungi.Bacteria_P	B.4	24h	24h	24	Coculture	Peat.7_F.B_24h_P	Peat.7	Peat	F.B	Fungi.Bacteria	P	0.583145428	144497.4033		428803.8424	3109905.204	1212490.001	90886491.6	25166303.82	1803517.528	38237953.94	11289876.74	17912624.38	60041221.87	1089414.355	250061.1222	4655963.799	34237589.9	AREA / TIC
28.11.23	39	39_B.F	45258_39_B.F_24h_Peat_B.4	45258_39_B.F_24h_Peat_B.4_Coculture_B.F_Bacteria.Fungi_P	B.4	24h	24h	24	Coculture	Peat.6_B.F_24h_P	Peat.6	Peat	B.F	Bacteria.Fungi	P	2.645918313	245653.4643		450995.7824	7345518.152	624836.7501	96631726.19	26862776.39	1665570.315	39579182.95	14395606.93	15582249	52992846.86	1141364.79	1162837.486	9126780.247	22658770.19	AREA / TIC
28.11.23	39	39_B.F	45258_39_B.F_62h_Peat_B.4	45258_39_B.F_62h_Peat_B.4_Coculture_B.F_Bacteria.Fungi_P	B.4	62h	62h	62	Coculture	Peat.6_B.F_62h_P	Peat.6	Peat	B.F	Bacteria.Fungi	P	0.553703779	40026.81731		1162778.772	5810814.596		109042398.3	17746958.53	876002.6905	98296538.84	31782905.72	3702118.494	12126384.64	3344828.175	65526.01117	4840609.912	1628823.993	AREA / TIC
28.11.23	40	40_B.F	45258_40_B.F_24h_Peat_B.4	45258_40_B.F_24h_Peat_B.4_Coculture_B.F_Bacteria.Fungi_P	B.4	24h	24h	24	Coculture	Peat.7_B.F_24h_P	Peat.7	Peat	B.F	Bacteria.Fungi	P	1.156618215	256793.4658		884417.1627	5153802.631		120592498.2	25746526.91	1107463.97	65970467.19	21592327.25	9319145.125	25250238.69	1991461.807	311907.59	6423577.723	5866087.8	AREA / TIC
28.11.23	40	40_B.F	45258_40_B.F_62h_Peat_B.4	45258_40_B.F_62h_Peat_B.4_Coculture_B.F_Bacteria.Fungi_P	B.4	62h	62h	62	Coculture	Peat.7_B.F_62h_P	Peat.7	Peat	B.F	Bacteria.Fungi	P	0.406323763	57387.73386		1341206.321	6360678.928		101199584.4	17085687.88	990466.3133	98340635.21	37457024.1	5021576.84	13992858.68	3384751.579	38944.31343	3832357.691	1363555.494	AREA / TIC
28.11.23	41	41_X.B	45258_41_X.B_24h_Peat_B.4	45258_41_X.B_24h_Peat_B.4_Single_X.B_Media.Bacteria_P	B.4	24h	24h	24	Single	Peat.6_X.B_24h_P	Peat.6	Peat	X.B	Media.Bacteria	P	1.611173684	114060.3287		760965.7558	4477973.463		132330830.7	22782752.95	738848.9596	72835085.5	22724028.06	6505257.693	15777222.07	2139596.764	154227.3204	6352790.58	2773075.333	AREA / TIC
28.11.23	41	41_X.B	45258_41_X.B_62h_Peat_B.4	45258_41_X.B_62h_Peat_B.4_Single_X.B_Media.Bacteria_P	B.4	62h	62h	62	Single	Peat.6_X.B_62h_P	Peat.6	Peat	X.B	Media.Bacteria	P	0.539714586	209972.0908		1382671.545	8911536.075		106077627.9	18646965.02	986006.334	94143405.33	35813914.45	3641280.136	12218576.59	3136819.061	50995.47193	4291962.94	954982.5291	AREA / TIC
28.11.23	42	42_X.B	45258_42_X.B_24h_Peat_B.4	45258_42_X.B_24h_Peat_B.4_Single_X.B_Media.Bacteria_P	B.4	24h	24h	24	Single	Peat.7_X.B_24h_P	Peat.7	Peat	X.B	Media.Bacteria	P	0.971756886	216615.9077		904511.2131	4066723.947		124408709.3	24459526.18	951778.1794	69950408.34	23086323.67	8264119.467	23160434.8	2197363.384	150716.7092	5206354.667	3443129.704	AREA / TIC
28.11.23	42	42_X.B	45258_42_X.B_62h_Peat_B.4	45258_42_X.B_62h_Peat_B.4_Single_X.B_Media.Bacteria_P	B.4	62h	62h	62	Single	Peat.7_X.B_62h_P	Peat.7	Peat	X.B	Media.Bacteria	P	0.451417715	189296.9575		1628405.301	6518111.501		92031687.32	21049648	986454.4195	99458338.71	37091621.45	7471281.892	14001741.16	3429654.948	77983.20453	5300904.064	1231586.58	AREA / TIC
28.11.23	43	43_X.F	45258_43_X.F_24h_Peat_B.4	45258_43_X.F_24h_Peat_B.4_Single_X.F_Media.Fungi_P	B.4	24h	24h	24	Single	Peat.6_X.F_24h_P	Peat.6	Peat	X.F	Media.Fungi	P	3.231146744	194659.0637	324220.1865	760190.1723	5294899.723	477184.1461	85708805.25	26707182.57	2849913.275	35822480.12	15211208.56	11063246.22	67649898.73	1009429.549	175356.6287	6698872.48	30519168.83	AREA / TIC
28.11.23	43	43_X.F	45258_43_X.F_62h_Peat_B.4	45258_43_X.F_62h_Peat_B.4_Single_X.F_Media.Fungi_P	B.4	62h	62h	62	Single	Peat.6_X.F_62h_P	Peat.6	Peat	X.F	Media.Fungi	P	0.901045163	74869.72105		673077.2495	4458479.07		142469384.8	14838568.09	602469.2461	77679380.43	23619564.12	9576576.574	8020031.955	2068528.945	148085.8069	5294692.426	943007.1154	AREA / TIC
28.11.23	44	44_X.F	45258_44_X.F_24h_Peat_B.4	45258_44_X.F_24h_Peat_B.4_Single_X.F_Media.Fungi_P	B.4	24h	24h	24	Single	Peat.7_X.F_24h_P	Peat.7	Peat	X.F	Media.Fungi	P	1.99440707	255101.8835	406073.5705	702022.6819	5204100.585	545275.8448	84136107.18	29236665.31	3099369.278	35158109.42	16165458.14	12058377.33	67482534.55	1046831.427	136300.1586	4447310.247	30387077.9	AREA / TIC
28.11.23	44	44_X.F	45258_44_X.F_62h_Peat_B.4	45258_44_X.F_62h_Peat_B.4_Single_X.F_Media.Fungi_P	B.4	62h	62h	62	Single	Peat.7_X.F_62h_P	Peat.7	Peat	X.F	Media.Fungi	P	0.58067279	269525.2865		1218939.5	5023359.2		132463878.7	14871425.27	1080017.888	80966151.39	31722688.45	3687362.38	11190784.41	2422813.717	199032.9185	4316515.333	1034221.012	AREA / TIC
28.11.23	45	45_X.BF	45258_45_X.BF_24h_Peat_B.4	45258_45_X.BF_24h_Peat_B.4_Coculture_X.BF_Media.BacteriaFungi_P	B.4	24h	24h	24	Coculture	Peat.6_X.BF_24h_P	Peat.6	Peat	X.BF	Media.BacteriaFungi	P	1.402758813	157013.4495		874795.4308	5468319.236		130719540.2	19560441	830972.5017	71777498.08	25832676.77	5171000.128	19711963.13	2082792.832	101515.6695	4975436.216	3202750.864	AREA / TIC
28.11.23	45	45_X.BF	45258_45_X.BF_62h_Peat_B.4	45258_45_X.BF_62h_Peat_B.4_Coculture_X.BF_Media.BacteriaFungi_P	B.4	62h	62h	62	Coculture	Peat.6_X.BF_62h_P	Peat.6	Peat	X.BF	Media.BacteriaFungi	P	0.529321612	258719.8349		1466135.111	6956672.311		106014664.4	18495908.32	956877.6124	96355376.15	35483110.05	4574300.286	11900267.93	3313817.084	57539.68726	3955292.876	678033.9061	AREA / TIC
28.11.23	46	46_X.BF	45258_46_X.BF_62h_Peat_B.4	45258_46_X.BF_62h_Peat_B.4_Coculture_X.BF_Media.BacteriaFungi_P	B.4	62h	62h	62	Coculture	Peat.7_X.BF_62h_P	Peat.7	Peat	X.BF	Media.BacteriaFungi	P	0.402950096	6988.458436		1426057.483	6297000.604		112538595.7	17001033.28	585035.2243	88060673.82	37228674.56	3766689.756	16292253.21	2177919.817	27236.62334	3958261.865	1100295.059	AREA / TIC
28.11.23	47	47_X.X	45258_47_X.X_24h_Peat_B.4	45258_47_X.X_24h_Peat_B.4_Media_X.X_Media.Media_P	B.4	24h	24h	24	Media	Peat.6_X.X_24h_P	Peat.6	Peat	X.X	Media.Media	P	3.385334844	173881.4703	444739.4628	814855.5836	4708926.808	455463.6605	92150945.88	28690733.55	2647761.717	33858070.56	13901479.52	11567809.92	63594819.1	951951.9186	118462.137	7879415.842	28507398.37	AREA / TIC
28.11.23	47	47_X.X	45258_47_X.X_62h_Peat_B.4	45258_47_X.X_62h_Peat_B.4_Media_X.X_Media.Media_P	B.4	62h	62h	62	Media	Peat.6_X.X_62h_P	Peat.6	Peat	X.X	Media.Media	P	1.205791949	1630010.883	1154390.69	836649.3082	5124806.153		128777273.8	19223860.32	7995100.654	61028484.28	22340499.97	8473217.961	26796915.53	1537365.548	225041.3102	3623976.76	1699122.309	AREA / TIC
28.11.23	48	48_X.X	45258_48_X.X_24h_Peat_B.4	45258_48_X.X_24h_Peat_B.4_Media_X.X_Media.Media_P	B.4	24h	24h	24	Media	Peat.7_X.X_24h_P	Peat.7	Peat	X.X	Media.Media	P	2.181798847	225734.8337	518860.848	738989.2987	5416434.707	572325.4468	87963930.89	28840693.58	2866480.569	31955098.47	12144626.46	12795631.47	67549766.19	966690.3999	95193.92692	6745405.984	31070852.43	AREA / TIC
28.11.23	48	48_X.X	45258_48_X.X_62h_Peat_B.1	45258_48_X.X_62h_Peat_B.1_Media_X.X_Media.Media_P	B.1	62h	62h	62	Media	Peat.7_X.X_62h_P	Peat.7	Peat	X.X	Media.Media	P	0.901137717	2036668.718	1086645.228	981240.6948	6086925.332		118828335.5	19481431.82	8934801.911	61384925.89	24535463.97	8640620.461	31823990.32	1486946.972	248802.1483	3158624.864	1751291.694	AREA / TIC
