Date	Numero_sample	BIO_SAMPLE_ID	BIO_SAMPLE_ID3	BIO_SAMPLE_ID4	Bio.rep	Time_point_WRONG	Time_point	Time_point2	Culture	all_bio_cat_factor	TREATMENT	TREATMENT2	ORGANISM	ORGANISM2	TREATMENT3	CORRECTION2	Alanine_1Bz	Arginine_1Bz	Asparagine_1Bz	Aspartic Acid_1Bz	GABA_1Bz	Glutamic Acid_1Bz	Glutamine_1Bz	Glycine_1Bz	Histidine_1Bz	Isoleucine_1Bz	Leucine_1Bz	Lysine_2Bz	Ornithine_2Bz	Phenylalanine_1Bz	Proline_1Bz	Serine_1Bz	Threonine_1Bz	Tryptophane_1Bz	Tyrosine_2Bz	Valine_1Bz	Units
28.11.23	22	22_X.BF	45258_22_X.BF_62h_Peat_B.2	45258_22_X.BF_62h_Peat_B.2_Coculture_X.BF_Media.BacteriaFungi_P	B.2	62h	62h	62	Coculture	Peat.3_X.BF_62h_P	Peat.3	Peat	X.BF	Media.BacteriaFungi	P	0.597879941	774158.7707	15912201.35	607145.3067	322156.652	2797851.016	3183600.703	251045.3851	287546.0243	3208112.314	2071526.264	6589302.854	17518612.49	8286235.517	5124441.867	3440955.048	1230178.419	902261.4127	470176.3361	2044589.418	2721579.851	AREA / TIC
28.11.23	23	23_X.X	45258_23_X.X_24h_Peat_B.2	45258_23_X.X_24h_Peat_B.2_Media_X.X_Media.Media_P	B.2	24h	24h	24	Media	Peat.2_X.X_24h_P	Peat.2	Peat	X.X	Media.Media	P	5.775361294	4159785.817	6252369.014	411840.5549	1139270.37	4939266.402	3228675.584	296841.6888	3652417.905	1276489.491	2597655.841	9907867.246	5531784.138	3774067.611	5858772.34	10264192.14	1310696.356	1475553.747	164084.6264	3448566.243	8053479.883	AREA / TIC
28.11.23	23	23_X.X	45258_23_X.X_62h_Peat_B.2	45258_23_X.X_62h_Peat_B.2_Media_X.X_Media.Media_P	B.2	62h	62h	62	Media	Peat.2_X.X_62h_P	Peat.2	Peat	X.X	Media.Media	P	4.168833177	4940637.374	8059757.388	614542.4609	1430706.326	6724512.305	5149006.47	453885.0368	4153040.734	1561266.6	886300.2771	3671837.022	1705016.895	1763750.356	2735814.439	17644057.91	1371685.015	1660217.789	105755.4911	8014546.416	5097340.694	AREA / TIC
28.11.23	24	24_X.X	45258_24_X.X_24h_Peat_B.2	45258_24_X.X_24h_Peat_B.2_Media_X.X_Media.Media_P	B.2	24h	24h	24	Media	Peat.3_X.X_24h_P	Peat.3	Peat	X.X	Media.Media	P	4.474497392	3518401.201	7079727.671	373542.066	1122980.652	3278174.444	3257049.837	335309.1685	4146636.007	1294802.408	2362848.176	7137636.298	5872777.364	4077740.671	3524737.108	11317482.96	1122584.854	1464762.503	108356.751	9118556.661	7229570.198	AREA / TIC
28.11.23	24	24_X.X	45258_24_X.X_62h_Peat_B.2	45258_24_X.X_62h_Peat_B.2_Media_X.X_Media.Media_P	B.2	62h	62h	62	Media	Peat.3_X.X_62h_P	Peat.3	Peat	X.X	Media.Media	P	5.263719518	2831053.773	6518398.612	488085.6572	898574.6646	4259148.863	3223000.189	327424.3611	2938707.115	1073909.045	3907756.09	11160876.41	4500771.92	3235944.838	8334832.974	12615854.58	950711.9411	1258680.478	264042.5645	3053011.838	5902891.082	AREA / TIC
28.11.23	25	25_F.B	45258_25_F.B_24h_Peat_B.3	45258_25_F.B_24h_Peat_B.3_Coculture_F.B_Fungi.Bacteria_P	B.3	24h	24h	24	Coculture	Peat.4_F.B_24h_P	Peat.4	Peat	F.B	Fungi.Bacteria	P	1.27296517	4127983.329	11312032.99	784143.9999	927605.8984	2575870.163	3365163.558	1054546.528	2279572.19	1157876.928	2824461.411	9787914.308	11776729.13	2120465.716	5004865.923	3742377.335	1997620.249	2192808.622	297510.8895	3790000.79	6624127.038	AREA / TIC
28.11.23	25	25_F.B	45258_25_F.B_62h_Peat_B.3	45258_25_F.B_62h_Peat_B.3_Coculture_F.B_Fungi.Bacteria_P	B.3	62h	62h	62	Coculture	Peat.4_F.B_62h_P	Peat.4	Peat	F.B	Fungi.Bacteria	P	0.553130192	2685971.623	22603004.1	890385.3143	319185.2524	3501884.416	3366299.7	564642.8353	815092.0098	4351085.936	818951.8605	1962407.794	9907233.555	3813263.188	1510333.393	7332232.189	1849302.415	2344912.678	236776.0825	5724617.901	3146094.761	AREA / TIC
28.11.23	27	27_B.F	45258_27_B.F_24h_Peat_B.3	45258_27_B.F_24h_Peat_B.3_Coculture_B.F_Bacteria.Fungi_P	B.3	24h	24h	24	Coculture	Peat.4_B.F_24h_P	Peat.4	Peat	B.F	Bacteria.Fungi	P	1.126976037	5075438.885	9436239.682	542331.8509	692964.1576	4104560.211	3838087.819	1092738.408	1710450.743	2390279.75	2140711.888	5569400.586	10211732.66	5060992.26	2761187.371	5070010.198	1542423.213	2367231.345	182258.5337	8443278.906	5511358.535	AREA / TIC
28.11.23	27	27_B.F	45258_27_B.F_62h_Peat_B.3	45258_27_B.F_62h_Peat_B.3_Coculture_B.F_Bacteria.Fungi_P	B.3	62h	62h	62	Coculture	Peat.4_B.F_62h_P	Peat.4	Peat	B.F	Bacteria.Fungi	P	0.566447249	2748199.416	23338946.41	967740.5981	470070.2497	3168780.503	3452925.232	793388.9703	691416.5447	3571066.859	844668.2378	3292421.319	10370889.8	3484624.565	2467500.727	5501361.341	1788207.112	2279096.599	353983.5354	6815185.357	1343203.627	AREA / TIC
28.11.23	28	28_B.F	45258_28_B.F_24h_Peat_B.3	45258_28_B.F_24h_Peat_B.3_Coculture_B.F_Bacteria.Fungi_P	B.3	24h	24h	24	Coculture	Peat.5_B.F_24h_P	Peat.5	Peat	B.F	Bacteria.Fungi	P	1.388966578	3268049.118	5522300.624	503527.5946	597226.7534	2905457.96	2856114.08	826590.0838	1422169.569	703001.7968	4222380.216	13495300.25	9856034.852	1459611.795	8553261.244	4634009.271	1045263.452	1739624.292	616136.4957	9653245.955	3864371.602	AREA / TIC
28.11.23	28	28_B.F	45258_28_B.F_62h_Peat_B.3	45258_28_B.F_62h_Peat_B.3_Coculture_B.F_Bacteria.Fungi_P	B.3	62h	62h	62	Coculture	Peat.5_B.F_62h_P	Peat.5	Peat	B.F	Bacteria.Fungi	P	0.735189191	1480274.756	17704854.97	772580.7274	204479.3392	1534534.258	2271645.204	372905.3737	358862.7298	2178311.406	2122162.593	6210934.622	22065180.23	3855340.958	4081417.459	3100892.978	1032934.12	1279195.902	629714.1003	4030014.364	2457440.917	AREA / TIC
28.11.23	29	29_X.B	45258_29_X.B_24h_Peat_B.3	45258_29_X.B_24h_Peat_B.3_Single_X.B_Media.Bacteria_P	B.3	24h	24h	24	Single	Peat.4_X.B_24h_P	Peat.4	Peat	X.B	Media.Bacteria	P	1.336864836	4677534.207	10719744.15	675475.9163	726819.1771	1868846.373	3123133.983	726092.1029	2622898.67	1822563.459	2749053.533	8290827.69	12172532	5318591.535	5574072.86	3939592.738	2092190.568	1882113.982	312623.9757	2952473.499	5496496.581	AREA / TIC
28.11.23	29	29_X.B	45258_29_X.B_62h_Peat_B.3	45258_29_X.B_62h_Peat_B.3_Single_X.B_Media.Bacteria_P	B.3	62h	62h	62	Single	Peat.4_X.B_62h_P	Peat.4	Peat	X.B	Media.Bacteria	P	0.625333402	1881246.063	10291825.1	506424.2517	433515.9441	2916375.481	3429527.344	390295.7995	297622.0357	1379590.467	1979353.728	6843432.621	25083302.69	4663091.708	3876549.683	3664213.352	837375.708	1682892.673	598312.8344	3344382.364	3644347.149	AREA / TIC
28.11.23	30	30_X.B	45258_30_X.B_24h_Peat_B.3	45258_30_X.B_24h_Peat_B.3_Single_X.B_Media.Bacteria_P	B.3	24h	24h	24	Single	Peat.5_X.B_24h_P	Peat.5	Peat	X.B	Media.Bacteria	P	0.843631039	6003185.95	8914924.478	809735.4986	571632.595	4704722.582	3214208.433	659416.2309	2045406.013	1763929.883	1844185.347	4216413.142	11754851.99	2450753.83	2826244.993	6878047.075	1366969.619	1848293.778	142881.182	9026779.064	6701095.312	AREA / TIC
28.11.23	30	30_X.B	45258_30_X.B_62h_Peat_B.3	45258_30_X.B_62h_Peat_B.3_Single_X.B_Media.Bacteria_P	B.3	62h	62h	62	Single	Peat.5_X.B_62h_P	Peat.5	Peat	X.B	Media.Bacteria	P	0.549353885	1515298.285	17333468.02	623834.6707	388430.8563	2255933.805	2836697.878	366046.3782	434140.918	1871645.997	1566696.848	3753977.274	22772053.39	3308867.106	2442622.208	3120236.421	913485.8488	1437854.581	293819.7115	6713339.252	3795227.551	AREA / TIC
28.11.23	31	31_X.F	45258_31_X.F_24h_Peat_B.3	45258_31_X.F_24h_Peat_B.3_Single_X.F_Media.Fungi_P	B.3	24h	24h	24	Single	Peat.4_X.F_24h_P	Peat.4	Peat	X.F	Media.Fungi	P	4.779067152	3067184.146	3577925.871	294849.1735	912216.3095	3805582.015	2504237.045	338581.3483	2817735.674	1445717.288	2995437.299	11801274.64	7456565.658	6814142.795	7114825.953	7346732.508	1049960.974	1275182.333	220232.9381	3352129.295	9553163.735	AREA / TIC
28.11.23	31	31_X.F	45258_31_X.F_62h_Peat_B.3	45258_31_X.F_62h_Peat_B.3_Single_X.F_Media.Fungi_P	B.3	62h	62h	62	Single	Peat.4_X.F_62h_P	Peat.4	Peat	X.F	Media.Fungi	P	0.761377687	2274932.703	8089856.194	510554.7568	1019526.856	4684949.479	5947358.42	702431.9321	422275.3114	1914310.104	2393156.551	7183479.488	20591562.19	4237901.969	4032804.022	3655733.608	954296.4183	1984494.719	478011.1186	2777466.473	3888574.684	AREA / TIC
28.11.23	32	32_X.F	45258_32_X.F_24h_Peat_B.3	45258_32_X.F_24h_Peat_B.3_Single_X.F_Media.Fungi_P	B.3	24h	24h	24	Single	Peat.5_X.F_24h_P	Peat.5	Peat	X.F	Media.Fungi	P	4.317283295	4088513.492	7559853.679	385611.2482	1215589.212	5223650.49	3583041.682	483585.1292	3890638.824	1514518.866	1710770.755	4543857.713	5019276.596	4011949.603	2820825.313	11801392.57	1553367.602	1704221.497	85554.03358	8270418.817	8277039.879	AREA / TIC
28.11.23	32	32_X.F	45258_32_X.F_62h_Peat_B.3	45258_32_X.F_62h_Peat_B.3_Single_X.F_Media.Fungi_P	B.3	62h	62h	62	Single	Peat.5_X.F_62h_P	Peat.5	Peat	X.F	Media.Fungi	P	0.594011356	1837104.609	11242032.55	666394.6673	604968.2322	4247779.061	4595243.798	512868.9829	421348.847	2269601.391	2106250.979	4083627.317	22386688.17	2654420.633	2628230.898	2434833.922	1176794	1877487.675	325120.047	7433304.018	4239577.197	AREA / TIC
28.11.23	33	33_X.BF	45258_33_X.BF_24h_Peat_B.3	45258_33_X.BF_24h_Peat_B.3_Coculture_X.BF_Media.BacteriaFungi_P	B.3	24h	24h	24	Coculture	Peat.4_X.BF_24h_P	Peat.4	Peat	X.BF	Media.BacteriaFungi	P	1.428476569	5264467.169	8783155.615	612035.9401	894209.2769	2292864.35	3756816.258	995606.1098	2385115.075	2714134.823	2210151.757	8283146.714	9833599.866	7187291.847	4451500.386	5026566.172	2034510.795	2670014.393	262567.1349	3150139.174	4935784.144	AREA / TIC
28.11.23	33	33_X.BF	45258_33_X.BF_62h_Peat_B.3	45258_33_X.BF_62h_Peat_B.3_Coculture_X.BF_Media.BacteriaFungi_P	B.3	62h	62h	62	Coculture	Peat.4_X.BF_62h_P	Peat.4	Peat	X.BF	Media.BacteriaFungi	P	0.575037286	1840235.453	12180366.69	564933.8019	336174.7226	2869441.758	3983720.807	513318.0184	495460.046	1682889.135	2497605	5449151	26006428.41	3289125.848	3243410.552	3532445.722	877014.4347	1558525.025	556344.7936	3189760.118	3077325.669	AREA / TIC
28.11.23	34	34_X.BF	45258_34_X.BF_24h_Peat_B.3	45258_34_X.BF_24h_Peat_B.3_Coculture_X.BF_Media.BacteriaFungi_P	B.3	24h	24h	24	Coculture	Peat.5_X.BF_24h_P	Peat.5	Peat	X.BF	Media.BacteriaFungi	P	1.082898266	6497665.775	10101992.35	572362.1688	673412.2891	3661626.512	3424233.021	986737.1975	2758011.62	1269519.071	1730525.442	5117428.086	9930137.797	2059145.416	2954059.583	7315867.289	1457123.951	2068665.239	150825.8025	9034662.174	5979676.212	AREA / TIC
28.11.23	34	34_X.BF	45258_34_X.BF_62h_Peat_B.3	45258_34_X.BF_62h_Peat_B.3_Coculture_X.BF_Media.BacteriaFungi_P	B.3	62h	62h	62	Coculture	Peat.5_X.BF_62h_P	Peat.5	Peat	X.BF	Media.BacteriaFungi	P	0.859309343	1415735.8	16081788.37	557323.1618	368939.3146	1847413.871	3067996.434	530085.0081	476835.267	2665278.83	2248888.617	9134119.237	18636363.18	4900689.181	5338828.255	2804292.796	1327191.435	1224593.924	724616.816	1858208.587	2534488.91	AREA / TIC
28.11.23	35	35_X.X	45258_35_X.X_24h_Peat_B.3	45258_35_X.X_24h_Peat_B.3_Media_X.X_Media.Media_P	B.3	24h	24h	24	Media	Peat.4_X.X_24h_P	Peat.4	Peat	X.X	Media.Media	P	4.1822146	3729336.367	5400626.501	397936.5382	966061.139	5489864.15	3468111.369	359404.5605	3646952.263	1676732.466	1809449.95	5495105.871	5796675.522	5036876.157	3354864.908	12085540.04	1305585.562	1670208.172	99451.6159	7994302.11	7960591.74	AREA / TIC
28.11.23	35	35_X.X	45258_35_X.X_62h_Peat_B.3	45258_35_X.X_62h_Peat_B.3_Media_X.X_Media.Media_P	B.3	62h	62h	62	Media	Peat.4_X.X_62h_P	Peat.4	Peat	X.X	Media.Media	P	1.264380523	3792251.551	5600824.174	759968.2077	1966201.594	9949619.414	13371276.83	474964.6083	318671.47	1214340.123	1349263.903	3672248.121	14281150.86	3888549.301	2338375.944	6593292.009	1183233.981	1170457.764	268271.2947	2873614.338	2677101.504	AREA / TIC
28.11.23	36	36_X.X	45258_36_X.X_24h_Peat_B.3	45258_36_X.X_24h_Peat_B.3_Media_X.X_Media.Media_P	B.3	24h	24h	24	Media	Peat.5_X.X_24h_P	Peat.5	Peat	X.X	Media.Media	P	4.716690748	2530881.637	3135301.166	373459.7187	856410.6099	3206335.291	2470176.788	259928.2136	2575819.075	638253.8439	3006060.342	11395800.55	5934300.444	5509193.71	8218993.585	9683261.728	1052660.703	1174954.708	347506.989	8956252.648	6418125.253	AREA / TIC
28.11.23	36	36_X.X	45258_36_X.X_62h_Peat_B.3	45258_36_X.X_62h_Peat_B.3_Media_X.X_Media.Media_P	B.3	62h	62h	62	Media	Peat.5_X.X_62h_P	Peat.5	Peat	X.X	Media.Media	P	1.311705298	2880722.527	7335328.305	590025.0622	1341257.829	12306653.05	8485020.239	352406.9017	408998.1194	2095786.305	983539.5207	2596002.323	13671077.66	5209943.126	1424711.025	6801273.132	943716.5512	1239783.054	142339.1369	5114236.415	3820856.718	AREA / TIC
28.11.23	37	37_F.B	45258_37_F.B_24h_Peat_B.4	45258_37_F.B_24h_Peat_B.4_Coculture_F.B_Fungi.Bacteria_P	B.4	24h	24h	24	Coculture	Peat.6_F.B_24h_P	Peat.6	Peat	F.B	Fungi.Bacteria	P	1.59605785	3467635.586	7454524.281	535604.0195	659513.6885	1035662.961	2127810.718	563050.393	1257062.831	2767068.875	2547208.423	8982220.159	11061239.41	14257682.45	5741880.846	3296008.975	1954830.145	1490810.624	409027.7804	3178709.969	4956124.866	AREA / TIC
28.11.23	37	37_F.B	45258_37_F.B_62h_Peat_B.4	45258_37_F.B_62h_Peat_B.4_Coculture_F.B_Fungi.Bacteria_P	B.4	62h	62h	62	Coculture	Peat.6_F.B_62h_P	Peat.6	Peat	F.B	Fungi.Bacteria	P	2.318758527	1911136.476	10307239.29	449015.7072	168302.5616	645303.9341	1105467.417	281355.2995	176773.9052	1559131.301	4739452.543	9226281.972	29580958.6	892553.0518	3492439.124	1274548.844	537347.0265	1331992.514	654410.9626	3559960.601	5850005.871	AREA / TIC
28.11.23	38	38_F.B	45258_38_F.B_24h_Peat_B.4	45258_38_F.B_24h_Peat_B.4_Coculture_F.B_Fungi.Bacteria_P	B.4	24h	24h	24	Coculture	Peat.7_F.B_24h_P	Peat.7	Peat	F.B	Fungi.Bacteria	P	0.923588757	3417497.21	3499256.542	286534.4538	775597.3583	4664403.9	2504299.649	244991.0724	3431178.624	611054.4285	932204.9381	4378757.287	22003598.3	2917980.519	2270085.018	9500724.142	1778739.713	1747026.464	35207.22806	5523469.143	7221071.012	AREA / TIC
28.11.23	39	39_B.F	45258_39_B.F_24h_Peat_B.4	45258_39_B.F_24h_Peat_B.4_Coculture_B.F_Bacteria.Fungi_P	B.4	24h	24h	24	Coculture	Peat.6_B.F_24h_P	Peat.6	Peat	B.F	Bacteria.Fungi	P	2.966824003	3253841.478	6661416.377	249768.7761	1304647.325	4759559.713	4326878.166	436812.9012	2424347.381	1098060.753	1662867.765	8208027.836	17796841.32	2438903.35	4149205.678	6855503.05	1746536.699	2040295.951	213119.4838	2550148.574	5566894.424	AREA / TIC
28.11.23	39	39_B.F	45258_39_B.F_62h_Peat_B.4	45258_39_B.F_62h_Peat_B.4_Coculture_B.F_Bacteria.Fungi_P	B.4	24h	62h	62	Coculture	Peat.6_B.F_62h_P	Peat.6	Peat	B.F	Bacteria.Fungi	P	2.899608222	1504922.275	12742594.92	493756.0148	154606.0591	482298.6049	1392534.678	330506.3742	174555.3059	1433122.92	5001848.488	9407810.613	27553946.91	468701.2507	3029263.379	1181817.245	561669.3276	1548827.861	521247.315	4000709.79	5758937.665	AREA / TIC
28.11.23	40	40_B.F	45258_40_B.F_24h_Peat_B.4	45258_40_B.F_24h_Peat_B.4_Coculture_B.F_Bacteria.Fungi_P	B.4	24h	24h	24	Coculture	Peat.7_B.F_24h_P	Peat.7	Peat	B.F	Bacteria.Fungi	P	1.102581654	5083016.734	10505011.54	689459.1408	904118.0724	3800231.923	4624301.502	1150654.915	2268528.585	1384280.243	1159594.843	3872257.427	10452561	2783151.695	3965875.89	6225169.785	1666038.06	2536627.55	132410.148	9429771.445	5110616.504	AREA / TIC
28.11.23	40	40_B.F	45258_40_B.F_62h_Peat_B.4	45258_40_B.F_62h_Peat_B.4_Coculture_B.F_Bacteria.Fungi_P	B.4	62h	62h	62	Coculture	Peat.7_B.F_62h_P	Peat.7	Peat	B.F	Bacteria.Fungi	P	2.068370666	1940180.774	16251282.01	765771.8347	244439.2624	677466.5793	1836688.685	400264.814	322804.81	2544218.058	2453884.153	4921247.514	23524000.7	2166971.845	2046024.472	1577572.653	887591.876	1795369.206	422005.1146	7775892.04	5190000.6	AREA / TIC
28.11.23	41	41_X.B	45258_41_X.B_24h_Peat_B.4	45258_41_X.B_24h_Peat_B.4_Single_X.B_Media.Bacteria_P	B.4	24h	24h	24	Single	Peat.6_X.B_24h_P	Peat.6	Peat	X.B	Media.Bacteria	P	0.974247166	4438694.974	9994486.347	599598.3569	370867.8994	3059163.12	2574839.412	722513.7773	1642419.969	1752089.264	2956570.058	10557217.26	12257034.37	2625196.243	6747385.293	4684745.472	1459277.532	1416764.706	316801.5374	4172490.454	5395520.955	AREA / TIC
28.11.23	41	41_X.B	45258_41_X.B_62h_Peat_B.4	45258_41_X.B_62h_Peat_B.4_Single_X.B_Media.Bacteria_P	B.4	62h	62h	62	Single	Peat.6_X.B_62h_P	Peat.6	Peat	X.B	Media.Bacteria	P	2.058045698	1698433.618	12950291.64	467670.8593	124789.746	799500.7116	1590292.676	266388.1567	187668.3304	1471812.799	4441278.932	9504165.538	25211082.07	575227.7518	3833902.72	1261394.245	582970.5342	1326761.113	692458.8707	4134851.82	6622734.866	AREA / TIC
28.11.23	42	42_X.B	45258_42_X.B_24h_Peat_B.4	45258_42_X.B_24h_Peat_B.4_Single_X.B_Media.Bacteria_P	B.4	24h	24h	24	Single	Peat.7_X.B_24h_P	Peat.7	Peat	X.B	Media.Bacteria	P	0.843071791	6241324.946	10099500.53	602756.4977	517120.8487	3060496.185	3565288.309	834423.6014	3047070.282	958254.0997	3144117.771	8609876.5	9905080.552	1764145.137	4920240.536	5257178.627	1623896.108	1825259.743	183025.9317	6690748.12	4893872.674	AREA / TIC
28.11.23	42	42_X.B	45258_42_X.B_62h_Peat_B.4	45258_42_X.B_62h_Peat_B.4_Single_X.B_Media.Bacteria_P	B.4	62h	62h	62	Single	Peat.7_X.B_62h_P	Peat.7	Peat	X.B	Media.Bacteria	P	1.936994362	1396576.6	14859460.91	538099.1399	151865.6976	683041.7405	1791957.204	331741.2857	172303.5475	2255376.209	2095549.208	4840704.333	24361350.73	2966684.423	2067186.193	1268236.526	758587.1333	1588306.637	434535.5963	8682427.442	6499686.447	AREA / TIC
28.11.23	43	43_X.F	45258_43_X.F_62h_Peat_B.4	45258_43_X.F_62h_Peat_B.4_Single_X.F_Media.Fungi_P	B.4	62h	62h	62	Single	Peat.6_X.F_62h_P	Peat.6	Peat	X.F	Media.Fungi	P	3.507908482	1609748.381	9639981.821	511163.8485	341630.3493	972881.7092	1393641.831	237007.6084	291569.7502	2968929.792	4129645.934	6820951.607	24468030.86	7327975.382	2818533.907	1618486.351	1227599.586	1370370.699	492927.0557	4080339.06	5422261.469	AREA / TIC
28.11.23	44	44_X.F	45258_44_X.F_24h_Peat_B.4	45258_44_X.F_24h_Peat_B.4_Single_X.F_Media.Fungi_P	B.4	24h	24h	24	Single	Peat.7_X.F_24h_P	Peat.7	Peat	X.F	Media.Fungi	P	3.133300358	4065238.101	4779616.151	499602.2791	1139885.613	5007135.993	3682285.667	447809.2872	4288525.664	850138.0957	3032567.234	7457617.952	5825461.307	3496339.242	4172242.206	12660113.45	1421515.492	1761762.796	105182.3835	6020138.143	7030499.946	AREA / TIC
28.11.23	44	44_X.F	45258_44_X.F_62h_Peat_B.4	45258_44_X.F_62h_Peat_B.4_Single_X.F_Media.Fungi_P	B.4	62h	62h	62	Single	Peat.7_X.F_62h_P	Peat.7	Peat	X.F	Media.Fungi	P	3.900112275	1210697.453	10264029.9	478098.2875	215392.0043	570626.1366	1418559.931	273732.6325	205589.7224	2228901.218	5302979.13	11884781.7	26357218.14	1738904.555	5017699.137	889102.3527	700985.2043	1270304.712	921098.0983	1965372.907	4829603.783	AREA / TIC
28.11.23	45	45_X.BF	45258_45_X.BF_24h_Peat_B.4	45258_45_X.BF_24h_Peat_B.4_Coculture_X.BF_Media.BacteriaFungi_P	B.4	24h	24h	24	Coculture	Peat.6_X.BF_24h_P	Peat.6	Peat	X.BF	Media.BacteriaFungi	P	2.966621671	5572219.457	12399742.22	605399.0697	1053379.684	5600681.462	4652603.375	584215.3776	4306987.009	2327645.977	897143.7193	4869950.941	2448978.941	1329452.636	3539795.486	13640906.55	1859657.419	1952867.484	160637.2678	6755291.446	3186121.47	AREA / TIC
28.11.23	45	45_X.BF	45258_45_X.BF_62h_Peat_B.4	45258_45_X.BF_62h_Peat_B.4_Coculture_X.BF_Media.BacteriaFungi_P	B.4	62h	62h	62	Coculture	Peat.6_X.BF_62h_P	Peat.6	Peat	X.BF	Media.BacteriaFungi	P	2.935341121	1742010.822	17262091.15	682388.4916	229555.6026	653285.5709	2044828.438	320742.6194	251338.7608	2404994.414	3051272.963	6569076.031	23667893.15	1743733.961	2752272.621	1390255.453	769588.2376	1623315.248	557595.8407	3539218.977	6488218.648	AREA / TIC
28.11.23	46	46_X.BF	45258_46_X.BF_62h_Peat_B.4	45258_46_X.BF_62h_Peat_B.4_Coculture_X.BF_Media.BacteriaFungi_P	B.4	62h	62h	62	Coculture	Peat.7_X.BF_62h_P	Peat.7	Peat	X.BF	Media.BacteriaFungi	P	0.864098157	1679407.586	17683912.27	662774.241	351255.2337	1271776.813	1821688.876	433022.5647	561624.8527	2847904.466	2503081.372	3108575.084	23803136.06	2421286.266	1765501.972	2421153.18	1201825.269	2066118.283	329221.8572	6203733.867	4606676.879	AREA / TIC
28.11.23	47	47_X.X	45258_47_X.X_24h_Peat_B.4	45258_47_X.X_24h_Peat_B.4_Media_X.X_Media.Media_P	B.4	24h	24h	24	Media	Peat.6_X.X_24h_P	Peat.6	Peat	X.X	Media.Media	P	5.363402544	4915588.339	6205306.189	441622.4553	1379085	5485997.696	4127971.715	411542.8558	4626201.706	2949739.25	1055064.57	3466018.977	2641871.067	5393755.133	2262192.125	13572263.02	1684336.748	2061360.659	98323.03201	7466490.287	7498946.176	AREA / TIC
28.11.23	47	47_X.X	45258_47_X.X_62h_Peat_B.4	45258_47_X.X_62h_Peat_B.4_Media_X.X_Media.Media_P	B.4	62h	62h	62	Media	Peat.6_X.X_62h_P	Peat.6	Peat	X.X	Media.Media	P	8.739402858	1498329.029	7259683.645	308277.4697	186471.0926	1772780.504	1643537.005	125891.0955	252287.7176	3298017.778	2717106.807	4796252.293	20150500.31	2296461.935	1941543.178	20094286.17	413214.2732	646673.2443	262316.2059	2563171.92	5516875.327	AREA / TIC
28.11.23	48	48_X.X	45258_48_X.X_24h_Peat_B.4	45258_48_X.X_24h_Peat_B.4_Media_X.X_Media.Media_P	B.4	24h	24h	24	Media	Peat.7_X.X_24h_P	Peat.7	Peat	X.X	Media.Media	P	4.604229435	3533703.355	4526103.509	566000.0304	1000493.148	5098165.792	3608449.413	277053.0918	3033958.059	1385771.298	3588505.142	9453053.245	6492703.377	4745042.425	5139498.006	11599304.24	1237536.722	1832681.26	222683.0818	4051540.277	6351431.529	AREA / TIC
28.11.23	48	48_X.X	45258_48_X.X_62h_Peat_B.4	45258_48_X.X_62h_Peat_B.4_Media_X.X_Media.Media_P	B.4	62h	62h	62	Media	Peat.7_X.X_62h_P	Peat.7	Peat	X.X	Media.Media	P	6.056631024	2117754.4	12571172.93	411040.7239	187250.6342	2197437.643	2691719.693	217072.3286	200557.8671	2749545.075	1485851.617	2958244.101	14884666.85	2678374.155	1311893.026	18009556.56	598053.437	1130161.136	196856.4694	5930357.134	5216111.214	AREA / TIC
28.11.23	49	49_F.B	45258_49_F.B_24h_Peat.A_B.1	45258_49_F.B_24h_Peat.A_B.1_Coculture_F.B_Fungi.Bacteria_PA	B.1	24h	24h	24	Coculture	Peat.A.1_F.B_24h_PA	Peat.A.1	Peat.A	F.B	Fungi.Bacteria	PA	0.850504961	4371130.292	13308503.2	888864.8913	1969394.743	4438574.931	4670325.49	1664652.253	943336.0609	2828743.052	1335113.905	5668855.82	5780072.103	2747079.801	4068597.077	5976876.363	3132360.328	4162083.892	207092.2664	7317002.584	2265017.945	AREA / TIC
28.11.23	49	49_F.B	45258_49_F.B_62h_Peat.A_B.1	45258_49_F.B_62h_Peat.A_B.1_Coculture_F.B_Fungi.Bacteria_PA	B.1	24h	62h	62	Coculture	Peat.A.1_F.B_62h_PA	Peat.A.1	Peat.A	F.B	Fungi.Bacteria	PA	0.568041771	1864852.293	21266340.98	817644.0948	386705.7161	2945040.46	3299443.975	393214.0403	543037.5291	1659455.426	2169984.783	4843421.978	17681261.32	2667942.881	2708452.226	4467858.048	1270565.012	1848149.296	235720.3409	2511156.876	4163429.732	AREA / TIC
28.11.23	50	50_F.B	45258_50_F.B_24h_Peat.A_B.1	45258_50_F.B_24h_Peat.A_B.1_Coculture_F.B_Fungi.Bacteria_PA	B.1	24h	24h	24	Coculture	Peat.A.2_F.B_24h_PA	Peat.A.2	Peat.A	F.B	Fungi.Bacteria	PA	0.740924397	3176361.866	7670164.491	656824.0997	1197957.583	3363684.622	3696993.932	1419138.045	615255.756	1491156.189	4215744.565	8978149.494	11555308.52	4273523.74	4598073.722	5082088.018	2245104.908	3242507.616	188592.7911	4483252.291	5593794.747	AREA / TIC
