Date	Numero_sample	BIO_SAMPLE_ID	BIO_SAMPLE_ID3	BIO_SAMPLE_ID4	Bio.rep	Time_point_WRONG	Time_point	Time_point2	Culture	all_bio_cat_factor	TREATMENT	TREATMENT2	ORGANISM	ORGANISM2	TREATMENT3	CORRECTION2	Alanine_1Bz	Arginine_1Bz	Asparagine_1Bz	Aspartic Acid_1Bz	GABA_1Bz	Glutamic Acid_1Bz	Glutamine_1Bz	Glycine_1Bz	Histidine_1Bz	Isoleucine_1Bz	Leucine_1Bz	Lysine_2Bz	Ornithine_2Bz	Phenylalanine_1Bz	Proline_1Bz	Serine_1Bz	Threonine_1Bz	Tryptophane_1Bz	Tyrosine_2Bz	Valine_1Bz	Units
28.11.23	6	06_X.B	45258_06_X.B_24h_Peat_B.1	45258_06_X.B_24h_Peat_B.1_Single_X.B_Media.Bacteria_P	B.1	24h	24h	24	Single	Peat.2_X.B_24h_P	Peat.2	Peat	X.B	Media.Bacteria	P	0.975119366	4367621.186	9553665.252	760285.3826	348533.7406	2587663.715	2787843.31	736959.0076	1227536.897	1163410.388	2815874.75	7708306.557	12949535.66	2126108.939	4679438.396	3863728.004	1153709.012	1520887.649	261600.7937	9086456.809	8044511.55	AREA / TIC
28.11.23	6	06_X.B	45258_06_X.B_62h_Peat_B.1	45258_06_X.B_62h_Peat_B.1_Single_X.B_Media.Bacteria_P	B.1	62h	62h	62	Single	Peat.2_X.B_62h_P	Peat.2	Peat	X.B	Media.Bacteria	P	0.567795526	1371756.141	14953319.65	574853.0675	666194.0478	2931315.804	4661672.869	484528.298	722603.4391	3086449.116	1338790.048	2886940.675	13949306.81	10466199.05	1893443.943	3824160.106	1313814.508	1590528.559	190977.2004	7004274.982	3832548.689	AREA / TIC
28.11.23	7	07_X.F	45258_07_X.F_24h_Peat_B.1	45258_07_X.F_24h_Peat_B.1_Single_X.F_Media.Fungi_P	B.1	24h	24h	24	Single	Peat.1_X.F_24h_P	Peat.1	Peat	X.F	Media.Fungi	P	2.75495503	4063703.356	5408960.886	442136.0736	847185.1535	5574119.662	3409053.105	395457.2718	3033968.217	1988784.187	1117963.802	4876021.152	3186536.225	2741006.992	2951428.576	17869300.39	940028.7743	1476942.439	90006.55085	7518414.194	9812659.991	AREA / TIC
28.11.23	7	07_X.F	45258_07_X.F_62h_Peat_B.1	45258_07_X.F_62h_Peat_B.1_Single_X.F_Media.Fungi_P	B.1	62h	62h	62	Single	Peat.1_X.F_62h_P	Peat.1	Peat	X.F	Media.Fungi	P	1.242494383	2234080.924	10002350.25	602863.0875	1210007.08	10502556.13	7246966.362	1120429.21	638848.7632	1916455.344	556503.1193	3116975.861	2515480.184	456661.2193	2080449.646	24645925.5	1235818.866	1477056.979	114196.8945	4285298.245	1784753.34	AREA / TIC
28.11.23	8	08_X.F	45258_08_X.F_24h_Peat_B.1	45258_08_X.F_24h_Peat_B.1_Single_X.F_Media.Fungi_P	B.1	24h	24h	24	Single	Peat.2_X.F_24h_P	Peat.2	Peat	X.F	Media.Fungi	P	4.254104768	3318710.697	5867301.433	364738.0788	759874.0925	4289112.515	2689573.629	331132.4184	2394614.039	1241106.011	2180849.675	6874604.552	7521843.9	5089346.685	3769876.126	9263680.175	1227991.149	1283475.913	116424.025	8765462.779	10393959.11	AREA / TIC
28.11.23	8	08_X.F	45258_08_X.F_62h_Peat_B.1	45258_08_X.F_62h_Peat_B.1_Single_X.F_Media.Fungi_P	B.1	62h	62h	62	Single	Peat.2_X.F_62h_P	Peat.2	Peat	X.F	Media.Fungi	P	1.672255919	2174392.065	6451608.202	573412.8307	994409.9952	6674148.9	6635208.09	800184.3409	604221.5122	2752700.079	1096967.862	4086351.212	8462409.875	4784898.598	2377201.334	16292440.47	1088231.759	1543784.041	166626.4098	6660490.704	3523988.723	AREA / TIC
28.11.23	9	09_X.BF	45258_09_X.BF_24h_Peat_B.1	45258_09_X.BF_24h_Peat_B.1_Coculture_X.BF_Media.BacteriaFungi_P	B.1	24h	24h	24	Coculture	Peat.1_X.BF_24h_P	Peat.1	Peat	X.BF	Media.BacteriaFungi	P	0.877004248	5982164.865	7201821.443	428805.2205	457416.2563	2911831.961	2948081.501	793193.4212	1643408.231	1625807.404	3064480.024	12247358.01	10037104.17	1380229.346	7253196.336	3542278.166	1019751.047	1950713.47	522768.2773	7035164.325	5698103.527	AREA / TIC
28.11.23	10	10_X.BF	45258_10_X.BF_24h_Peat_B.1	45258_10_X.BF_24h_Peat_B.1_Coculture_X.BF_Media.BacteriaFungi_P	B.1	24h	24h	24	Coculture	Peat.2_X.BF_24h_P	Peat.2	Peat	X.BF	Media.BacteriaFungi	P	1.130054615	3857183.486	10182537.95	491654.1134	855113.5378	2826296.143	2526824.776	836899.3739	1284043.249	1246768.06	2556155.217	6735812.497	12821696.23	2380879.617	3770035.485	3825685.893	1307137.708	1844210.865	230712.743	9225355.889	8938674.17	AREA / TIC
28.11.23	10	10_X.BF	45258_10_X.BF_62h_Peat_B.1	45258_10_X.BF_62h_Peat_B.1_Coculture_X.BF_Media.BacteriaFungi_P	B.1	62h	62h	62	Coculture	Peat.2_X.BF_62h_P	Peat.2	Peat	X.BF	Media.BacteriaFungi	P	0.706967578	1766223.855	21585641.95	615456.7958	746564.647	2990237.554	4858874.875	555891.1221	652568.823	2743906.597	915858.125	2630011.699	11762267.84	8648464.504	1556490.05	4125322.14	1887519.375	1832853.502	84930.34462	5199105.47	2585487.734	AREA / TIC
28.11.23	12	12_X.X	45258_12_X.X_24h_Peat_B.1	45258_12_X.X_24h_Peat_B.1_Media_X.X_Media.Media_P	B.1	24h	24h	24	Media	Peat.2_X.X_24h_P	Peat.2	Peat	X.X	Media.Media	P	3.384427186	3533834.632	6568823.253	528248.0318	656623.3746	3705124.179	2832715.397	280122.7351	2753603.93	1747258.746	2567684.137	13026139.01	5604276.575	3005795.203	8645510.566	5835210.78	1176446.347	1226234.093	309252.332	6350325.422	7390448.257	AREA / TIC
28.11.23	12	12_X.X	45258_12_X.X_62h_Peat_B.1	45258_12_X.X_62h_Peat_B.1_Media_X.X_Media.Media_P	B.1	62h	62h	62	Media	Peat.2_X.X_62h_P	Peat.2	Peat	X.X	Media.Media	P	3.481819595	3582165.778	5491250.042	559764.7858	1062084.895	5787433.969	4909088.634	426637.268	3082076.399	1622825.895	1129335.938	4194521.743	3030802.634	4351473.873	3205949.56	15122326.86	1185697.56	1637363.408	113514.497	11780140.78	5469222.479	AREA / TIC
28.11.23	13	13_F.B	45258_13_F.B_24h_Peat_B.2	45258_13_F.B_24h_Peat_B.2_Coculture_F.B_Fungi.Bacteria_P	B.2	24h	24h	24	Coculture	Peat.2_F.B_24h_P	Peat.2	Peat	F.B	Fungi.Bacteria	P	1.019628863	5642020.55	5917498.237	373014.1562	536958.1225	2656802.978	3126136.494	902476.4139	1560238.296	2003111.204	2782764.496	13270397.19	8374390.24	1902940.442	8673430.421	4133199.002	1036522.247	2037787.547	414664.6052	6619635.088	5779689.27	AREA / TIC
28.11.23	13	13_F.B	45258_13_F.B_62h_Peat_B.2	45258_13_F.B_62h_Peat_B.2_Coculture_F.B_Fungi.Bacteria_P	B.2	62h	62h	62	Coculture	Peat.2_F.B_62h_P	Peat.2	Peat	F.B	Fungi.Bacteria	P	0.326367211	3494747.521	14338572.78	544769.8	309470.427	5784220.776	3777177.854	293650.8231	480186.1061	3465960.928	1086046.602	3853113.791	12747889.08	1766301.826	3137784.578	7658673.786	917190.791	1520088.367	395925.1905	7979861.076	4192044.898	AREA / TIC
28.11.23	14	14_F.B	45258_14_F.B_24h_Peat_B.2	45258_14_F.B_24h_Peat_B.2_Coculture_F.B_Fungi.Bacteria_P	B.2	24h	24h	24	Coculture	Peat.3_F.B_24h_P	Peat.3	Peat	F.B	Fungi.Bacteria	P	1.096095223	6149056.995	9509220.347	625714.7969	980722.2741	3298545.531	3408954.734	1161151.853	2455166.251	1443625.487	1693165.85	5570360.923	10454458.48	3653466.337	3500557.177	5478594.261	1791919.131	2408862.792	179183.3372	7965128.225	6015822.221	AREA / TIC
28.11.23	14	14_F.B	45258_14_F.B_62h_Peat_B.2	45258_14_F.B_62h_Peat_B.2_Coculture_F.B_Fungi.Bacteria_P	B.2	62h	62h	62	Coculture	Peat.3_F.B_62h_P	Peat.3	Peat	F.B	Fungi.Bacteria	P	0.514222179	1634715.565	14584505.11	594756.5321	644429.6132	3482815.547	4898546.003	433094.8937	598888.9871	2907068.308	1151813.407	2762434.328	13320434.78	7682544.939	2131341.363	5481154.089	1127689.593	1908752.753	248964.3683	7628235.73	4521491.088	AREA / TIC
28.11.23	15	15_B.F	45258_15_B.F_24h_Peat_B.2	45258_15_B.F_24h_Peat_B.2_Coculture_B.F_Bacteria.Fungi_P	B.2	24h	24h	24	Coculture	Peat.2_B.F_24h_P	Peat.2	Peat	B.F	Bacteria.Fungi	P	1	5796040	7657054	742097	979222	3773372	4638541	1360889	2282422	1098993	2287811	5965435	10542814	2896260	3331172	6930459	1637828	2317048	147027	8034102	5325091	AREA / TIC
28.11.23	15	15_B.F	45258_15_B.F_62h_Peat_B.2	45258_15_B.F_62h_Peat_B.2_Coculture_B.F_Bacteria.Fungi_P	B.2	62h	62h	62	Coculture	Peat.2_B.F_62h_P	Peat.2	Peat	B.F	Bacteria.Fungi	P	0.296112429	1967637.775	18579074.94	1132387.457	204385.207	3664952.55	4289428.195	505497.1881	483839.8736	3003703.709	846539.9485	4130198.135	10818380.76	2214706.094	2344582.439	5241856.979	1046977.331	1724716.529	256250.6423	10933674.81	4354886.441	AREA / TIC
28.11.23	16	16_B.F	45258_16_B.F_24h_Peat_B.2	45258_16_B.F_24h_Peat_B.2_Coculture_B.F_Bacteria.Fungi_P	B.2	24h	24h	24	Coculture	Peat.3_B.F_24h_P	Peat.3	Peat	B.F	Bacteria.Fungi	P	1.040897693	5068897.777	8658016.119	510766.8158	662281.226	3028009.402	3358378.086	1012261.827	1826675.199	1941614.449	1369870.459	5959637.575	10107746.49	5565905.316	3770069.843	4880890.828	1466381.385	1959117.61	193305.2609	9024555.504	7379295.828	AREA / TIC
28.11.23	16	16_B.F	45258_16_B.F_62h_Peat_B.2	45258_16_B.F_62h_Peat_B.2_Coculture_B.F_Bacteria.Fungi_P	B.2	62h	62h	62	Coculture	Peat.3_B.F_62h_P	Peat.3	Peat	B.F	Bacteria.Fungi	P	0.443601298	2221790.164	20617374.32	773403.9594	561898.717	4106002.416	5087464.829	640773.599	761965.7603	3013435.73	806444.8907	2782836.765	12528439.46	4135842.275	1783797.758	5462713.957	1631052.488	1899248.277	178234.3749	6994751.856	1756205.413	AREA / TIC
28.11.23	17	17_X.B	45258_17_X.B_24h_Peat_B.2	45258_17_X.B_24h_Peat_B.2_Single_X.B_Media.Bacteria_P	B.2	62h	24h	24	Single	Peat.2_X.B_24h_P	Peat.2	Peat	X.B	Media.Bacteria	P	0.872791417	7019708.125	5642286.238	330287.391	360332.3703	3449504.592	3008724.592	519286.7291	2157617.46	1702271.552	2216182.426	11772927.42	8137616.689	3604051.254	8130479.818	4040166.908	1086308.804	1798839.871	328306.3908	7105961.264	5332817.109	AREA / TIC
28.11.23	17	17_X.B	45258_17_X.B_62h_Peat_B.2	45258_17_X.B_62h_Peat_B.2_Single_X.B_Media.Bacteria_P	B.2	62h	62h	62	Single	Peat.2_X.B_62h_P	Peat.2	Peat	X.B	Media.Bacteria	P	0.348598781	2329359.841	16986949.84	451837.4956	603714.1026	7766481.557	6719154.313	663022.9733	529803.9187	2673336.948	764334.2858	2912594.813	8492534.01	2099668.848	2311941.535	7607955.471	1044791.377	1934889.155	180537.063	7441044.388	4229725.065	AREA / TIC
28.11.23	18	18_X.B	45258_18_X.B_62h_Peat_B.2	45258_18_X.B_62h_Peat_B.2_Single_X.B_Media.Bacteria_P	B.2	62h	62h	62	Single	Peat.3_X.B_62h_P	Peat.3	Peat	X.B	Media.Bacteria	P	0.651950422	815575.8204	14243859.18	473502.263	475416.519	1679075.53	3550860.5	303766.9636	550110.8491	3219928.894	2099836.053	6879997.084	17241281.89	10450998.69	4942851.317	4129646.842	1389594.929	799212.613	503487.6719	2118036.823	1876636.565	AREA / TIC
28.11.23	19	19_X.F	45258_19_X.F_24h_Peat_B.2	45258_19_X.F_24h_Peat_B.2_Single_X.F_Media.Fungi_P	B.2	24h	24h	24	Single	Peat.2_X.F_24h_P	Peat.2	Peat	X.F	Media.Fungi	P	3.924801807	5044377.263	8076361.956	366692.911	1575379.931	6372204.567	4847543.885	574502.8948	4953149.217	1645283.843	1085967.447	4106995.663	2376833.649	2990038.37	2395398.408	13101246.26	1576041.875	2097191.757	80019.83678	7005855.162	7472592.105	AREA / TIC
28.11.23	19	19_X.F	45258_19_X.F_62h_Peat_B.2	45258_19_X.F_62h_Peat_B.2_Single_X.F_Media.Fungi_P	B.2	62h	62h	62	Single	Peat.2_X.F_62h_P	Peat.2	Peat	X.F	Media.Fungi	P	0.868303875	18227747.74	5377118.696	349844.1142	470366.4371	6495485.235	2922337.528	995773.513	3635176.683	1379233.739	1008231.133	3677277.151	3534426.24	901589.8955	1967175.374	9871934.522	1241004.481	3391426.763	155795.6885	7306131.162	4835600.9	AREA / TIC
28.11.23	20	20_X.F	45258_20_X.F_24h_Peat_B.2	45258_20_X.F_24h_Peat_B.2_Single_X.F_Media.Fungi_P	B.2	24h	24h	24	Single	Peat.3_X.F_24h_P	Peat.3	Peat	X.F	Media.Fungi	P	3.915529645	3539605.943	6292713.179	365679.2643	1271913.496	4416982.776	3600937.62	511376.5395	4012807.825	1323331.061	1542298.628	5347327.922	6299084.22	4106167.098	3113445.205	9904669.998	1248585.362	1684528.684	102906.1293	9286381.485	9772934.563	AREA / TIC
28.11.23	20	20_X.F	45258_20_X.F_62h_Peat_B.2	45258_20_X.F_62h_Peat_B.2_Single_X.F_Media.Fungi_P	B.2	62h	62h	62	Single	Peat.3_X.F_62h_P	Peat.3	Peat	X.F	Media.Fungi	P	1.012790545	3858798.859	8430609.905	553902.2879	420609.1794	6317883.823	2164859.27	397740.6799	1147731.884	3266323.937	3488468.586	9787306.022	11107601.72	6725504.137	6542881.974	4230135.264	1581176.886	1260390.913	439620.0203	2027487.332	3994644.322	AREA / TIC
28.11.23	22	22_X.BF	45258_22_X.BF_24h_Peat_B.2	45258_22_X.BF_24h_Peat_B.2_Coculture_X.BF_Media.BacteriaFungi_P	B.2	24h	24h	24	Coculture	Peat.3_X.BF_24h_P	Peat.3	Peat	X.BF	Media.BacteriaFungi	P	1.550375833	7142290.123	9838302.864	697113.5494	764768.7578	3515833.312	3910196.399	1226843.814	2458348.433	1338934.699	1885962.705	9031512.683	10663989.75	1314906.332	5082985.578	5675770.231	1587484.11	2424728.198	451779.4879	2323988.109	6407937.861	AREA / TIC
